Name,Gender,Age,MStat,PostCode,Population,NClaims,TotalClaims
JIMMY MIRAMONTES,M,51,S,6164,47545,1,1216.028545
PEARLIE SHOCKLEY,F,52,S,2617,29650,1,924.6837305
KARLYN HARMS,F,75,S,4570,39094,0,0
REGINALD KHAN,M,37,S,2067,22621,0,0
HARRIET MEDRANO,F,64,S,4210,16275,0,0
MORGAN FRAME,F,24,M,5024,12949,3,25546.68437
LEESA CASAS,F,24,M,4551,48893,0,0
ROBBY SHAFER,M,23,M,4510,42205,2,15638.37277
TIM DAO,M,68,S,4074,23272,1,1475.528974
DEWITT PARK,M,59,S,3630,29554,0,0
SCOTT BOLT,M,34,S,3042,14372,0,0
TRESSIE URRUTIA,F,28,S,2093,21611,1,9851.206182
KINA FONTENOT,F,54,M,2164,18365,0,0
RODRIGO GAY,M,46,S,3034,10990,0,0
CATARINA SAMPLES,F,41,M,2131,22190,0,0
CALLIE BARNES,F,37,S,2295,5823,0,0
KENDRICK CONN,M,72,S,3101,23878,1,5794.935276
ARETHA MARTIN,F,85,S,2148,58671,0,0
RENE BARKLEY,M,88,S,3840,16616,0,0
LORY PENN,F,38,S,5570,831,0,0
HEDY BLUE,F,50,S,4520,12239,1,11667.84919
LEONARD DOE,M,50,S,3781,4402,0,0
CRISELDA ROSS,F,41,S,2450,38299,1,7505.749774
KYLE KRUEGER,M,34,M,3912,14606,1,4400.770429
VERONA DICKERSON,F,46,S,2430,32568,0,0
ELAYNE WEBER,F,81,S,6018,34379,0,0
ANGILA ONEAL,F,35,M,4217,35329,2,4324.169296
STEPHAN HAIL,M,67,M,2831,3889,0,0
ARIEL PRESTON,M,53,S,3149,32075,0,0
NOEL DEVITO,M,47,S,2132,10380,0,0
SHAUN GERMAIN,M,31,M,5024,12949,0,0
CHRISTOPER LANGSTON,M,31,S,5550,866,1,6312.736121
ELDRIDGE JAEGER,M,90,S,3064,53173,0,0
RAYMOND AGUILERA,M,45,M,2615,43703,1,13034.43109
VITO GUSTAFSON,M,61,S,2226,11874,0,0
TRUMAN ALLARD,M,48,S,6163,46259,0,0
DREW BUTLER,M,52,S,2010,25404,2,8487.048636
MANUAL WHITSON,M,50,S,2147,35074,0,0
SCOTT GROGAN,F,66,S,2101,17980,0,0
CHRISTINE DELROSARIO,F,17,S,5089,6649,0,0
CAMERON RUSSELL,F,20,S,4211,56333,2,8531.537479
LEDA MCADAMS,F,87,S,2573,4506,0,0
HOWARD DRIVER,M,72,S,2110,9807,0,0
ROB ZAMARRIPA,M,34,M,4212,24473,0,0
BRITTENY OROPEZA,F,62,S,5413,737,0,0
CAROLL HERSHBERGER,F,33,S,5038,14419,0,0
BUNNY CYR,F,65,S,2870,12219,0,0
XAVIER WOODWARD,M,83,S,4055,19550,0,0
MYRTIE BURGOS,F,76,S,6054,19767,0,0
MITCH CAZARES,M,40,S,4035,23303,0,0
FANNIE MARKS,F,22,M,4077,25158,0,0
ARMINDA PARENT,F,26,M,2210,28012,3,10612.46314
ROCIO URBAN,F,35,S,4812,19478,0,0
ROYCE TAFOYA,M,27,M,6157,12957,1,300
MILDA PATRICK,F,30,S,3047,18999,1,3979.42946
TENNIE CROWDER,F,26,M,3216,52005,0,0
CRUZ WOODBURY,M,41,S,3199,52625,0,0
JON HEWITT,M,45,S,5255,8523,0,0
MINNIE SCOTT,F,42,M,6232,9423,0,0
SUSANA BUCKNER,F,72,S,810,29723,0,0
GLORIA BLACKWELL,F,31,M,3145,21301,0,0
ERICK CHEN,M,17,S,2580,27112,0,0
HERBERT PARIS,M,34,S,2594,11455,0,0
ADAN BARROS,M,43,S,2877,4120,0,0
TANYA BULL,F,37,S,6233,15782,0,0
WINFRED DEVORE,M,21,S,4021,9930,1,1367.638754
PALMIRA HAGGARD,F,53,S,3810,35309,0,0
NATHANAEL RAYMOND,M,82,S,5048,13487,1,2542.384397
LISA BUCHANAN,F,55,S,2430,32568,0,0
EUNICE ABELL,F,51,S,2337,7735,0,0
BART DEWEY,M,18,M,3152,31239,0,0
MICHEAL LEI,M,39,S,4870,66306,2,13354.20226
FAYE MILTON,F,40,S,3350,54342,1,691.3316481
ELAYNE MORA,F,50,S,3936,9015,0,0
AHMAD JULIAN,M,80,S,2257,27647,1,11099.24671
EZRA HUFFMAN,M,33,S,6169,34329,0,0
KERRY DAMON,M,25,M,4051,25847,0,0
ARRON LITTLEFIELD,M,63,S,3331,4193,0,0
LORALEE KEEGAN,F,48,S,5063,11805,3,15784.02649
JAE MARVIN,M,32,S,4810,21525,0,0
DEDE CONNELL,F,21,M,2257,27647,0,0
TWILA CHRISTENSON,F,71,S,2085,10707,0,0
SHAWNEE SALISBURY,F,52,S,4564,9863,0,0
MARY MORENO,M,34,S,7015,9899,0,0
GENARO SCOTT,M,54,S,2617,29650,0,0
TYREE JOHNSTON,M,71,S,6024,13426,0,0
TOBIAS HOMAN,M,48,S,2290,32178,1,10271.93677
CODY CALDERA,M,73,S,6107,36882,0,0
RONNIE COGGINS,M,33,S,2324,22535,0,0
HUNTER LINDQUIST,M,75,S,2261,51003,0,0
ODELL NIELSON,M,75,S,832,9665,2,20369.86133
ALYCE DAVILA,F,59,S,4061,15951,0,0
RAYFORD SHERRY,M,54,S,2877,4120,0,0
CIERA ARTIS,F,18,M,5159,33149,0,0
KENNETH WILLARD,M,67,S,3141,19132,0,0
PAOLA ANGELO,F,31,S,3152,31239,0,0
WADE SWANSON,M,70,S,2715,1625,0,0
EVELINA SAUNDERS,F,46,M,2035,33234,0,0
HOLLIS BUSS,M,73,S,3192,20291,0,0
EASTER HARMS,F,38,M,2287,33274,0,0
MANUAL BRITTAIN,M,33,M,5163,14154,0,0
CLARK GROOMS,M,28,M,5045,15453,1,18869.40847
EVELINA SUTTER,F,56,S,4655,55297,0,0
MARSHALL HARGROVE,M,41,S,4011,14424,0,0
SANTOS MONTAGUE,M,36,S,2135,23097,2,12219.53229
SANFORD PLATT,M,33,M,2166,49723,2,6291.088703
KERRY THOMPSON,F,37,S,2261,51003,2,12843.93092
RUDY ROBB,F,77,S,4212,24473,0,0
POLLY HART,F,52,S,3028,27778,0,0
PATRICK WOODALL,F,57,S,3064,53173,0,0
ALVIN CANTU,M,69,S,4861,1070,0,0
BRITANY WORTHY,F,84,M,5044,10414,0,0
CARMELINA WALTER,F,38,S,2774,12650,0,0
ROGELIO JABLONSKI,M,39,S,3029,68424,0,0
JOHNATHAN QUINONES,M,54,S,2285,27798,1,8321.300569
VELIA MAHAFFEY,F,34,S,3135,19000,0,0
BRITTENY WIRTH,F,33,S,2100,19445,1,1853.952536
ETHA SINCLAIR,F,67,S,2259,53994,0,0
JAMISON BECKWITH,M,53,S,2905,29223,0,0
KARY HORNER,F,20,M,4300,45132,0,0
MARGARETT AVALOS,F,41,S,2109,1789,0,0
STANLEY DEANGELO,M,27,M,5037,10156,0,0
KARL DURBIN,F,83,S,6009,16570,0,0
CEDRIC MONTOYA,M,75,S,3305,12652,0,0
BERNARD ROJAS,M,48,M,6052,10444,0,0
HONG COY,F,20,M,3174,35770,0,0
JAKE LINCOLN,M,28,M,4860,11186,0,0
MICHEAL MARROQUIN,M,22,M,4370,17238,0,0
OSSIE KREMER,F,42,S,3672,10333,0,0
LAVENIA MARTINS,F,68,S,4870,66306,1,2563.031278
REID GORDON,M,84,S,3015,16157,2,4012.611216
MARGY YAMAMOTO,F,63,S,4171,14543,1,4491.453447
MARYROSE WALTON,F,34,S,7008,11824,1,2046.69469
MATT SEALS,M,47,S,4701,42364,1,1937.869821
NEAL SCHUBERT,M,20,M,4059,11561,1,333.7582954
LATRISHA SAMPLE,F,62,S,4869,17629,0,0
JOE BURKETT,M,75,S,5021,5729,1,13902.74648
DENVER NIELSON,M,34,S,3175,47994,2,8304.761377
BRYON FARRIS,M,61,S,2790,14815,1,867.1691577
MOHAMMED TRAPP,M,55,S,2170,95044,2,17954.29691
DOUGLASS KOESTER,M,20,M,4310,6009,0,0
FALLON SATTERFIELD,F,34,M,4221,25603,0,0
JACKSON KROLL,M,69,S,5159,33149,1,3700.505649
CONNIE HOWARD,M,72,S,3825,20324,0,0
IRWIN RIDENOUR,M,72,S,2035,33234,1,698.518391
ELIDA TINSLEY,F,57,S,2217,23624,0,0
NOVELLA WEBBER,F,63,S,4390,6813,0,0
SADE CORNWELL,F,37,S,2256,14974,1,11363.12443
WHITNEY PICKETT,M,17,S,4490,1859,0,0
MARRY WILD,F,23,M,2108,1900,0,0
BERT FAN,M,32,M,3106,16482,1,3355.690675
DARWIN HARVEY,M,37,M,3840,16616,0,0
RODOLFO SCHENK,M,28,M,3187,15813,0,0
CARMEN KUHNS,M,49,S,3337,31874,1,3405.37342
COLEMAN CHUN,M,26,M,4500,37630,1,707.9658672
RUBIE CARLOS,F,21,M,5074,12238,0,0
ALYSHA MCMULLEN,F,48,M,5043,17585,0,0
DAYNA HOGG,F,53,S,4114,33199,1,3444.624527
MINDY SHEN,F,46,S,3690,30550,1,21496.90543
JAMEE WINFIELD,F,40,M,3205,9318,0,0
CARL SAUCEDA,M,64,S,2321,10926,0,0
AUSTIN DENNEY,F,28,S,4152,42501,0,0
CHRISTIE SLEDGE,F,67,S,3730,8002,0,0
WALDO SALGADO,M,67,S,6155,48059,0,0
VINCENT OLIVAS,M,38,S,2527,20614,0,0
THEODORE MACKEY,M,23,M,4179,18151,0,0
JACINTO HOWARD,M,75,S,2101,17980,0,0
CLARISSA HIRSCH,F,27,S,2112,27771,1,1218.570999
RUSTY GRIGSBY,M,69,S,4519,7553,0,0
ILDA WINSTON,F,24,M,2145,71312,1,2704.378411
GIGI ALBRIGHT,F,37,S,2251,31836,1,6486.138459
EFREN SONG,M,49,S,3730,8002,0,0
MERRILL WEIMER,M,19,M,2594,11455,0,0
CHRISTIN KNAPP,F,37,S,2440,21373,1,678.4398808
ZENOBIA CASTILLO,F,28,M,2477,11247,0,0
OLIN LOWRY,M,45,M,3631,10165,0,0
STANLEY CORMIER,M,23,M,4209,34156,1,7249.149351
STEWART THAO,M,19,M,2400,10215,0,0
CLARITA MINTER,F,54,S,6569,331,0,0
RENALDO BLOUNT,M,66,S,2447,6811,0,0
JAQUELINE HAWTHORNE,F,32,S,2096,13875,0,0
ORVILLE BROWNELL,M,43,M,2620,36434,2,1996.924187
LUPE CARNAHAN,M,49,M,4873,6009,0,0
BRIDGET MENA,F,52,S,3730,8002,0,0
GWYN STULL,F,66,S,6027,42096,0,0
DOYLE CHERRY,M,90,S,2148,58671,0,0
IVORY DUVAL,M,42,M,4170,21937,0,0
ADENA HOUCK,F,45,M,3037,46879,1,16527.05134
MARGARITO ROSSI,M,69,S,3140,15650,0,0
CARLEY KAPLAN,F,56,S,2099,36685,0,0
MAKEDA MONROE,F,17,S,5554,5211,0,0
QUENTIN HACKETT,M,47,S,6237,2549,0,0
KERRIE RENFRO,F,70,S,2029,9400,0,0
RODRICK DUTTON,M,60,S,4212,24473,0,0
HSIU WINN,F,72,S,2768,26462,0,0
BLAKE AARON,M,21,M,2611,23239,1,428.4641055
GENEVIE WOLFF,F,48,S,880,5952,0,0
JOHN PADILLA,M,21,M,2450,38299,0,0
LUPE VILLASENOR,F,43,S,4655,55297,0,0
STACY KOONTZ,M,78,S,6025,29796,3,8709.430982
MAN CROWLEY,F,79,S,2228,17601,0,0
CESAR KOONTZ,M,44,S,2209,14619,0,0
RANDAL STALLINGS,M,43,M,4207,47473,0,0
JODIE ROUSE,F,33,S,2500,37081,1,1126.569993
LAKISHA MONTEZ,F,88,S,2525,10629,1,987.2101139
CHELSIE VARNEY,F,48,S,3134,31104,0,0
MIREYA MCINTOSH,F,80,S,4655,55297,2,22603.9564
ELIN POINTER,F,21,M,4053,41786,1,1988.679773
RENITA FREEDMAN,F,55,S,3807,6792,0,0
CATHRYN NAIR,F,63,S,2170,95044,1,10144.18377
XAVIER HOULE,M,23,M,5125,18507,0,0
GARY WILKS,M,49,S,2155,44028,2,19976.59282
HOBERT MAHON,M,70,S,4500,37630,0,0
DESTINY ASHER,F,78,S,5073,14596,0,0
TABITHA BACA,F,39,S,5606,14087,0,0
MOON PETER,F,19,M,3029,68424,1,2402.43737
RYAN RICKARD,M,16,S,2914,13827,0,0
DANIKA DELLINGER,F,28,S,5042,10395,0,0
SYBLE FRICK,F,38,S,2100,19445,0,0
ELI AN,M,24,M,3170,17649,0,0
JACKIE SHIPP,M,35,S,2450,38299,0,0
RANDAL ENG,M,64,S,3915,9030,1,948.7801066
DELPHIA HOLBROOK,F,66,S,3241,2233,1,3312.170117
JESUS BANKSTON,M,52,M,3174,35770,0,0
LYNN HOYT,M,54,S,3175,47994,0,0
TASIA GALLANT,F,26,S,4209,34156,0,0
REYNALDO LAWTON,M,17,S,4207,47473,0,0
ALESSANDRA TIJERINA,F,50,S,4300,45132,0,0
DANILLE HOLT,F,45,S,2223,19806,1,5355.67213
STEPHEN NIX,M,71,S,4065,9255,0,0
ISMAEL BARBA,M,21,M,4503,34305,0,0
VAN OLIVO,F,40,S,3361,926,0,0
HENRY DAVEY,M,24,M,5087,10433,0,0
ROYAL HOLBROOK,M,57,S,2250,65633,1,17889.45662
IKE HARDWICK,M,19,M,3058,31552,0,0
JOHNATHAN MESA,M,81,S,2517,12957,0,0
ERYN LANDRUM,F,17,S,2456,13580,0,0
ISSAC MCDONALD,M,30,S,6721,5198,0,0
THANH HELMS,M,52,S,4551,48893,0,0
ALEJANDRO ZOOK,M,54,S,4210,16275,0,0
ANGELO KIMBLE,F,62,S,3505,4641,0,0
BERT DODSON,M,25,S,2291,13399,1,8849.522499
ROBERT BRISTOL,M,34,M,2176,46064,1,300
EDMOND DODGE,M,31,M,5083,7261,0,0
SAMMY PFEIFER,M,34,M,2076,23776,0,0
BRET PRINGLE,M,28,M,3188,16874,0,0
WESTON WADDELL,M,24,M,4165,33243,0,0
TOMMIE DURAN,M,47,S,4109,35371,1,5865.149505
JACKIE LIND,M,41,M,2200,40612,2,7149.463256
MIGUEL PHELAN,M,41,S,2770,60345,0,0
HILTON CEDILLO,M,68,S,2360,14496,1,6054.304714
CHI GUNTER,M,24,M,4113,27447,1,1304.065003
CORRINE NADEAU,F,52,S,6210,60895,0,0
ANDREAS SCHUBERT,M,49,S,2603,8621,1,3639.512793
WALTON ROBERSON,M,37,S,2082,5654,0,0
IVORY LANIER,F,53,S,2135,23097,0,0
HECTOR KEITH,M,58,S,2750,42587,0,0
MADALENE BARE,F,56,S,5042,10395,0,0
LAVONNE GIDDENS,F,42,M,2164,18365,0,0
LELAH MCGOWAN,F,25,M,3030,77756,1,8965.373879
ARMANDO BRASWELL,M,57,S,2316,5525,0,0
RAYMON MACE,M,36,S,3042,14372,0,0
RAUL FELICIANO,M,51,M,4567,10342,0,0
ROSANNA HAGEN,F,51,S,2205,12847,0,0
LASHUNDA RENO,F,68,S,5244,4305,0,0
JOSH MEHTA,M,35,S,3226,12556,0,0
THOMAS GOSS,M,63,S,2580,27112,0,0
DELBERT HARE,M,30,S,2795,39879,0,0
KERRI SAXTON,F,61,M,3056,22763,0,0
JARED HERRINGTON,M,59,S,4401,5449,0,0
ADRIANNE INMAN,F,53,S,2760,27032,0,0
CHRISTIAN KECK,M,20,M,3221,7926,1,4472.405642
ANNAMAE MCGREW,F,48,S,3020,40553,1,2374.310262
CLYDE BRANHAM,M,66,S,3754,17788,2,2622.797428
VIVA RANDOLPH,F,83,S,4207,47473,0,0
ANTIONE RECTOR,M,80,S,4075,21202,0,0
ODELIA DIAL,F,88,S,6210,60895,0,0
LINO MATHER,M,45,S,3043,17350,0,0
JERRY CASAS,M,23,M,5021,5729,0,0
ISELA DOYLE,F,38,S,2484,18050,3,7604.385505
STEPHAN HAYNES,M,17,S,3088,26464,1,9605.955136
CHADWICK ALVAREZ,M,60,S,2200,40612,0,0
ARDEN PARSONS,M,78,S,3193,18771,0,0
LINN ROMAN,F,49,M,3148,7820,0,0
MOLLY BOGAN,F,27,M,3121,26120,0,0
MOSES MARTELL,M,23,M,3018,11778,0,0
LESA JOHNS,F,37,S,3806,45549,1,616.2999139
RICHARD CARUSO,F,62,S,3181,18262,1,882.2030768
LON EPPERSON,M,51,S,4746,1912,0,0
WESLEY KIRKWOOD,F,73,S,2602,28574,0,0
ELI MOE,M,52,M,5127,8003,0,0
ZOLA MCWHORTER,F,33,S,6069,25373,1,1263.447112
JOLANDA SKAGGS,F,69,S,2023,10765,0,0
INDIA BISHOP,F,16,S,6163,46259,1,1738.327115
ZORA POTTER,F,48,S,6019,20154,1,7854.794317
KOURTNEY RIVERA,F,50,S,3355,13021,0,0
TEDDY LUTZ,M,81,S,2350,24474,0,0
ABRAHAM CHURCH,M,35,M,6450,12379,0,0
FRANCISCO LAW,M,44,S,2526,15831,0,0
TASIA PATTON,F,29,M,2330,20458,1,2911.766064
TYSON CONNER,M,23,M,2011,18040,0,0
RAPHAEL MATTSON,M,31,M,2170,95044,1,980.8976089
JAIME ALTAMIRANO,F,51,M,3131,21001,0,0
LEISHA LIM,F,38,S,2121,24617,0,0
COLIN MORELAND,M,47,S,2045,6651,0,0
ANDRE HARDIN,F,52,M,3338,15804,0,0
SAMMY WITHERSPOON,M,55,S,4210,16275,1,5319.801287
RAE QUINN,F,71,S,4610,14486,1,519.5651967
RUBEN WESTBROOK,M,23,M,5019,9136,1,5776.593032
DOUGLAS ALANIZ,M,20,M,3196,23591,0,0
JONATHON HIDALGO,M,36,S,6162,10378,0,0
REITA HENNESSY,F,85,S,2165,39513,0,0
MATTHEW HEINZ,M,62,S,2324,22535,0,0
MARIO PINTO,M,28,S,3149,32075,1,438.3630399
SHARMAINE URIBE,F,17,S,2086,13192,1,2943.525697
MITCHELL BLAKELY,M,65,S,5025,7945,1,1005.54824
ROCKY ROLLINS,M,22,M,5251,12687,0,0
LAMONT MARINO,M,34,S,3023,55703,0,0
MARTHA CHISM,F,69,S,9494,47732,0,0
ZORA SAVOY,F,41,S,830,17977,0,0
CESAR LEMKE,M,37,S,3150,58306,0,0
STANTON HOLTON,M,17,S,6530,31963,0,0
JARVIS PRADO,M,22,M,4415,1853,0,0
STEVIE DALY,M,22,M,2075,18644,0,0
ALFONZO TRUE,M,60,S,3030,77756,1,1486.144613
EVERETT GILLETTE,M,58,M,2602,28574,1,5687.418816
NICOLE MARTIN,F,42,M,4163,14414,1,9204.243118
PHIL BALL,M,59,M,3129,16061,0,0
EVAN QUINTANILLA,M,60,S,3020,40553,0,0
WALLY ALEMAN,M,35,S,5558,4012,0,0
ELIZBETH GADDIS,F,40,S,2151,20223,0,0
JOSPHINE FELIX,F,33,M,3144,10304,0,0
SANTOS VALENZUELA,F,56,S,4814,44387,0,0
NATHANIEL BARRERA,M,49,S,4720,13883,0,0
ANGELO MCCAULEY,F,62,S,6062,31116,1,4475.271354
EMILIA MCCUTCHEON,F,43,S,2148,58671,1,8390.078655
BRIAN THOMSON,M,32,M,4113,27447,1,1294.753182
ALFONZO STORM,M,66,S,6155,48059,0,0
LASHAUNDA HICKS,F,27,S,4701,42364,0,0
CARY BRODERICK,M,64,S,3030,77756,1,2101.004723
CORDELL TAFT,M,30,M,4215,44715,0,0
BEATRICE EHLERS,F,38,M,2482,5750,0,0
WILMA BOLAND,F,22,M,5251,12687,0,0
PRINCE CARBONE,M,16,S,2525,10629,0,0
ISIS OCAMPO,F,44,S,3690,30550,1,565.7734151
SALLIE HERR,F,57,S,2011,18040,1,5950.674562
SHAN PRENTICE,F,32,M,3150,58306,1,2947.999604
MARI TANAKA,F,70,S,2485,13349,0,0
ALAINE BOSCH,F,31,M,3752,20873,0,0
LOMA HARKINS,F,29,M,3150,58306,1,3837.407747
ALESHIA PADRON,F,39,S,2880,19213,1,1296.119072
JESTINE FOY,F,57,S,9797,1267,0,0
KEITH PATTON,M,37,M,3805,54481,1,2003.712648
MARCELLUS SCHMID,M,28,S,2260,21788,0,0
GENESIS CARUSO,F,88,S,6147,14807,1,3049.081141
DEON LUU,M,44,S,5125,18507,0,0
BRUCE SCHRAMM,M,29,M,4564,9863,1,934.2297266
LINDSEY THORNBURG,M,21,S,6056,37071,0,0
YING MOFFITT,F,41,S,3224,10112,1,3788.386696
ZACHARY ROACH,M,57,S,2165,39513,1,7843.794608
ODETTE SILVA,F,56,S,6155,48059,0,0
SEAN IVY,F,56,S,6575,243,0,0
VERLA LOTT,F,50,S,4109,35371,1,25690.74683
ADRIANA DELAGARZA,F,52,S,5012,9707,0,0
ELVIS VALLEJO,M,40,S,7320,16724,1,11006.90581
KASI MCCRAY,F,27,M,2320,29289,0,0
FLORENTINA WICKER,F,24,M,3168,16895,1,996.3082389
MITTIE WILKES,F,30,S,2444,42618,1,566.5917943
AMBROSE HODGSON,M,67,S,3463,2852,0,0
ANTWAN SHARPE,M,29,M,4740,79542,0,0
GENEVIVE COSBY,F,43,M,3138,20691,0,0
TRUMAN TABER,M,63,S,3218,12611,0,0
SAMIRA LINN,F,26,S,2168,41911,0,0
KOREY BUTTON,M,63,S,3777,10333,1,3248.849761
CYRUS VELASCO,M,24,M,6111,22061,0,0
DEBRA TAYLOR,F,62,S,6728,6897,0,0
ANH YAN,F,57,S,3156,35656,1,28930.58133
MARILU MOORMAN,F,42,S,2444,42618,0,0
SANTOS LUTHER,M,50,S,3056,22763,1,1269.160192
USHA HOLT,F,63,S,5158,24026,0,0
BIBI SASSER,F,45,S,3216,52005,1,26420.15205
VINCENZO LEARY,M,36,S,2125,15966,1,1501.916525
LORENZO DIX,M,59,S,3037,46879,0,0
DEDRA MCDUFFIE,F,28,M,2163,8753,0,0
STERLING RAYMOND,M,36,S,4077,25158,0,0
DICK CABRAL,M,57,S,3241,2233,0,0
GARLAND SAMS,M,53,S,2484,18050,1,3153.752954
JACINTO PEACOCK,M,50,S,2120,19626,0,0
LOGAN RUFF,M,61,S,3224,10112,0,0
NATASHA MONDRAGON,F,29,M,2112,27771,0,0
LYLE STALLINGS,M,20,M,3815,2911,1,548.1695013
CHERELLE ROMANO,F,64,S,2489,6318,2,11426.02387
RODGER CORONA,M,51,S,2782,5935,0,0
RICH DION,M,45,S,6054,19767,1,5949.324738
KENTON NUNLEY,M,53,S,3087,8986,1,1715.741628
NESTOR LANCASTER,M,33,S,5322,960,0,0
CYRIL WIMBERLY,M,37,S,2913,25418,1,6153.438233
GUADALUPE BURKS,M,32,M,2659,920,0,0
AGUSTIN STANFIELD,M,51,S,2196,29598,1,4123.55235
BRYON ANGUIANO,M,54,S,4870,66306,1,17010.6712
MOHAMMED SHEEHAN,M,78,S,2566,24044,0,0
IVORY GALAN,M,68,S,3977,67423,1,2176.622143
LON MARISCAL,M,52,S,4810,21525,1,1661.610415
ELI REAVES,M,58,S,3977,67423,1,5179.094992
SHAWNEE BUTTERFIELD,F,75,M,4880,12136,0,0
TARI LEONARD,F,16,S,2195,25208,0,0
NOE ELIAS,M,22,S,3658,5833,0,0
KING WARE,M,21,M,2120,19626,1,1737.347956
SANG HAAG,M,52,S,2168,41911,2,6057.304697
DYLAN HINTZ,M,64,S,7276,560,0,0
NICOLLE JONES,F,53,S,3280,29966,0,0
DOREEN PHUNG,F,23,M,4303,4149,0,0
CARLTON VALDEZ,M,38,M,6071,3522,0,0
WILLIEMAE JANES,F,70,S,6051,12351,1,570.1168426
ADAN RAGSDALE,M,71,S,2481,10701,2,3584.082657
CURTIS KANG,M,49,S,3171,19772,0,0
SHELLEY SMALL,F,40,S,7310,27182,0,0
MARGERY DALTON,F,25,S,4815,20522,0,0
BELKIS MCCULLOCH,F,76,S,2164,18365,1,4122.94054
DEDRA YAGER,F,20,M,3003,3744,0,0
ALI BUCHANAN,M,27,S,5141,700,2,22591.51971
REFUGIA SHELL,F,41,S,4340,5858,0,0
HAILEY JANG,F,45,S,2280,26595,0,0
LETHA LARUE,F,41,M,2265,5390,0,0
ANASTACIA SAAVEDRA,F,68,S,2570,28344,1,4066.071866
ELWOOD DEVORE,M,34,S,2111,13424,1,8643.358568
RONALD THOMSEN,M,51,S,2318,11391,0,0
DANIKA WEIDNER,F,29,S,2575,14031,1,5422.768942
ROLF WAITERS,M,24,M,2640,33707,1,8420.560652
KYLA GIPSON,F,29,M,2030,13914,0,0
JAYSON SAVOY,M,76,S,2137,24018,0,0
CHIQUITA BRADY,F,61,S,2340,45700,0,0
NATALIA EBERT,F,73,S,6164,47545,1,8587.201271
ZETTA SINGLETON,F,29,M,4744,8966,0,0
SHANNON LEMKE,M,27,M,2913,25418,0,0
BUFORD NEW,M,51,S,2211,16212,0,0
PENELOPE LUTTRELL,F,66,S,5017,4964,0,0
LAURENA KEEFE,F,22,M,2099,36685,0,0
ALAINA FRAUSTO,F,45,S,2108,1900,1,300
LESTER CURIEL,M,31,M,3044,24421,0,0
HEDWIG CUTLER,F,46,S,4157,18674,0,0
KELLEY PARKER,M,33,S,3550,40145,0,0
STUART MATTESON,M,62,S,5631,1045,0,0
CURT ANGELO,M,67,S,3060,12595,0,0
IOLA MARTINS,F,52,S,4670,77161,0,0
BETTINA BARRETT,F,46,S,3749,1856,0,0
IMA DUMAS,F,22,M,2166,49723,0,0
KYLE WHITEMAN,F,43,S,2035,33234,0,0
STEVEN WYLIE,F,56,S,6009,16570,0,0
REGINIA ROMO,F,50,S,4165,33243,1,1692.139744
GWYNETH MEADOWS,F,54,S,3153,19659,0,0
CARY FARIAS,M,44,S,3215,19819,0,0
CASSAUNDRA EARL,F,69,M,2540,41738,0,0
MYRTA THAYER,F,21,M,4503,34305,0,0
BRANDON BARTON,M,18,M,4207,47473,0,0
MODESTA OWENS,F,85,S,6258,6308,0,0
NEWTON CHIU,M,35,S,3792,1039,0,0
FRANCES NEWTON,M,78,S,3400,14284,1,4699.464976
RENAY HALVERSON,F,43,M,2153,52452,0,0
JOLYNN SUTTON,F,45,S,7260,3218,0,0
CAITLYN BONDS,F,29,S,4885,3707,0,0
BRODERICK KNUDSEN,M,29,S,2290,32178,2,13033.09222
IVAN MOREAU,M,29,M,4350,102245,4,10675.87979
MERLE BUTLER,M,31,S,4077,25158,0,0
ZANE MCFARLANE,M,37,S,6156,16022,0,0
FEDERICO COONEY,M,61,M,2032,15265,0,0
GAYNELLE DOUGHERTY,F,76,S,5082,14507,0,0
MARIANO DARLING,M,81,M,2529,22309,0,0
SHAWNTA SIMONSON,F,79,S,6155,48059,1,449.0340061
MARGHERITA WERNER,F,24,M,6155,48059,0,0
ELVIN CORDOVA,M,56,S,3355,13021,0,0
RICKIE PATE,M,28,M,3194,11666,0,0
AHMED SILER,M,18,M,2612,14666,0,0
LEN HATFIELD,M,28,M,4740,79542,1,1208.333652
ALONZO MCADAMS,M,66,S,3752,20873,0,0
GABRIEL THACKER,M,45,S,3095,27643,1,11656.44572
BOYCE RICKER,M,18,M,3150,58306,1,6836.677627
RONNIE BARON,M,34,S,2032,15265,0,0
ANGLA LACKEY,F,52,M,7005,12636,0,0
WESTON OROZCO,M,23,M,4879,17138,0,0
NUMBERS ARMOUR,F,56,S,3148,7820,0,0
AMI CULPEPPER,F,79,S,3135,19000,0,0
TASHIA PURNELL,F,43,S,2176,46064,0,0
HERMINIA MENCHACA,F,18,M,6111,22061,1,7642.589288
DARCI KAUFMAN,F,30,M,2761,27726,1,6830.615889
PETER BEST,M,21,M,4740,79542,0,0
KRYSTYNA STARNES,F,62,S,3221,7926,0,0
GLENNIS REDDICK,F,57,S,4751,4335,0,0
ROBBIN NASH,F,33,S,7015,9899,1,387.7153928
PEI JEFFRIES,F,35,S,3123,13101,0,0
NAIDA BOWERS,F,23,S,3338,15804,1,3111.0678
VALENTINE AGNEW,M,66,S,3555,18409,1,3541.557239
RACHEL CHISHOLM,F,62,S,3082,30517,0,0
BRENDON DONALD,M,43,M,6059,22520,1,9472.236635
CARYLON CHRISTIANSON,F,47,M,4227,18386,0,0
